product_id,year_month,monthly_review_count
0060541644,2005-08,1
0060541644,2005-09,1
0060541695,2005-05,1
0060541709,2005-02,1
0060542330,2005-07,1
0060542357,2005-08,1
0060542683,2005-03,1
0060543108,2005-02,1
0060543108,2005-08,1
0060543116,2005-02,1
0060543116,2005-08,1
0060543256,2005-01,1
0060543256,2005-03,1
0060543256,2005-08,1
0060543469,2005-08,1
0060543965,2005-04,1
0060544244,2005-05,1
0060544244,2005-08,2
0060544333,2005-06,1
0060545607,2005-03,4
0060545607,2005-04,3
0060545607,2005-05,3
0060545607,2005-06,1
0060545607,2005-07,1
0060545607,2005-08,3
0060545607,2005-09,1
0060545607,2005-10,1
006054578X,2005-02,1
0060545801,2005-03,1
006054581X,2005-06,1
0060546344,2005-02,1
0060548258,2005-04,1
0060548932,2005-10,1
0060549300,2005-09,1
0060549424,2005-03,1
0060554363,2005-08,2
006055438X,2005-07,1
0060554738,2005-09,2
0060554738,2005-10,1
0060554789,2005-02,1
0060555017,2005-07,1
0060555483,2005-05,1
0060555661,2005-08,2
0060555661,2005-10,1
0060555890,2005-09,1
0060555971,2005-08,1
0060556056,2005-05,1
0060556099,2005-08,1
0060556579,2005-08,1
0060556587,2005-08,1
0060556935,2005-09,1
006055701X,2005-05,1
0060557125,2005-10,1
0060557257,2005-08,1
0060557559,2005-03,1
0060557559,2005-04,2
0060557559,2005-07,1
0060557559,2005-08,1
0060557559,2005-10,2
0060558199,2005-03,1
0060558288,2005-01,3
0060558288,2005-02,2
0060558288,2005-03,1
0060558288,2005-04,1
0060558288,2005-05,3
0060558288,2005-06,1
0060558288,2005-07,1
0060558288,2005-08,3
0060558288,2005-09,4
0060558881,2005-02,1
0060558881,2005-09,1
0060559128,2005-07,1
0060559349,2005-08,1
0060559713,2005-02,1
0060559918,2005-08,1
0060560126,2005-09,1
0060560126,2005-10,1
006056041X,2005-03,1
0060560452,2005-08,1
0060560525,2005-04,1
0060560789,2005-02,1
0060560886,2005-03,1
0060560894,2005-03,1
0060561610,2005-06,1
0060561688,2005-08,1
0060562072,2005-06,1
0060562366,2005-04,1
0060562773,2005-08,1
0060562994,2005-08,1
0060563419,2005-08,1
0060563443,2005-01,1
0060563443,2005-02,1
0060563443,2005-03,2
0060563443,2005-05,1
0060563443,2005-09,1
0060563486,2005-04,2
0060563486,2005-06,4
0060563486,2005-07,1
0060563486,2005-08,1
0060563486,2005-09,1
0060563907,2005-06,1
0060564067,2005-07,2
0060564067,2005-08,1
0060564091,2005-02,2
0060564091,2005-05,1
006056413X,2005-01,1
0060564148,2005-03,1
0060564164,2005-06,1
0060564482,2005-02,1
006056492X,2005-03,1
0060565144,2005-01,2
0060565160,2005-01,1
0060565241,2005-09,1
0060565241,2005-10,1
006056525X,2005-09,1
0060565276,2005-08,1
0060565411,2005-03,1
0060565411,2005-07,1
0060565721,2005-03,1
0060565721,2005-07,3
0060565721,2005-08,4
0060566108,2005-10,1
0060566175,2005-07,1
0060566485,2005-09,2
006056668X,2005-06,1
0060566728,2005-05,1
0060566752,2005-08,1
0060567031,2005-03,2
0060567031,2005-08,1
0060567031,2005-09,1
0060567074,2005-08,1
0060567120,2005-04,1
006056718X,2005-10,1
0060567201,2005-09,1
0060567228,2005-03,1
0060567309,2005-03,1
0060567643,2005-06,2
0060567716,2005-09,1
0060567724,2005-08,1
0060568062,2005-02,1
0060568399,2005-05,1
006056850X,2005-09,1
0060568526,2005-07,1
0060568526,2005-08,1
0060570040,2005-02,1
0060570040,2005-05,1
0060570202,2005-08,2
006057058X,2005-05,1
0060570687,2005-07,1
0060571314,2005-08,1
0060571446,2005-03,1
0060571462,2005-07,1
0060571462,2005-08,3
0060571462,2005-09,1
0060572159,2005-04,1
0060572639,2005-09,1
0060572965,2005-02,1
0060572965,2005-03,3
0060572965,2005-04,1
0060572965,2005-05,1
0060572965,2005-06,1
0060572965,2005-07,4
0060572965,2005-08,1
0060572965,2005-09,3
0060572965,2005-10,1
0060572973,2005-01,1
0060572973,2005-02,1
0060572973,2005-04,2
0060572973,2005-05,2
0060572973,2005-08,2
0060572973,2005-09,1
0060572973,2005-10,1
006057299X,2005-07,3
006057299X,2005-08,2
006057299X,2005-09,2
0060573112,2005-08,1
0060573813,2005-09,1
0060574216,2005-05,1
0060574216,2005-09,1
0060574534,2005-09,1
0060574569,2005-08,1
0060574593,2005-03,1
0060574623,2005-05,1
0060574623,2005-06,3
0060574623,2005-07,2
006057528X,2005-05,1
0060575298,2005-07,1
0060575298,2005-09,1
0060575301,2005-03,1
0060575328,2005-05,2
0060575336,2005-06,1
0060575840,2005-08,1
0060575905,2005-02,1
0060577037,2005-05,1
0060577320,2005-09,1
0060578084,2005-02,1
0060578084,2005-09,1
0060578416,2005-03,1
0060578734,2005-01,1
0060578734,2005-09,1
0060578785,2005-07,1
0060578793,2005-04,1
0060578793,2005-09,2
0060578955,2005-01,1
0060578955,2005-02,1
0060578955,2005-05,1
0060578955,2005-10,1
0060580208,2005-09,1
006058047X,2005-06,1
006058047X,2005-07,2
0060580518,2005-10,1
0060580534,2005-01,1
0060580534,2005-02,1
0060580534,2005-03,1
0060580534,2005-05,1
0060580593,2005-08,1
0060580666,2005-04,1
0060580666,2005-05,1
0060580666,2005-06,1
0060580666,2005-08,1
0060580666,2005-10,1
0060580674,2005-07,1
0060581050,2005-01,1
0060581069,2005-07,1
0060582006,2005-08,1
0060582294,2005-03,1
0060582294,2005-07,1
0060582723,2005-06,1
006058274X,2005-08,1
0060583932,2005-01,1
0060583975,2005-10,1
0060584009,2005-02,2
0060584009,2005-08,2
0060584696,2005-05,2
0060584696,2005-07,1
006058534X,2005-09,1
0060585366,2005-08,1
0060585439,2005-05,1
0060585609,2005-01,1
0060586168,2005-09,1
0060586222,2005-06,1
006058629X,2005-09,1
0060586311,2005-08,1
0060586370,2005-07,1
0060586370,2005-08,1
0060586605,2005-05,1
0060586850,2005-01,1
0060587059,2005-06,1
0060587156,2005-02,2
0060587156,2005-05,1
0060587245,2005-04,1
0060587245,2005-05,1
0060587245,2005-07,1
0060587296,2005-03,1
0060587296,2005-06,1
0060587385,2005-04,1
0060587504,2005-05,1
0060588284,2005-08,1
0060588284,2005-09,1
006058923X,2005-03,1
006058923X,2005-07,1
006058937X,2005-08,2
0060589450,2005-04,1
0060589957,2005-06,1
0060589957,2005-08,1
0060590076,2005-02,1
0060590165,2005-02,1
0060590254,2005-01,2
0060590254,2005-03,1
0060590254,2005-09,1
0060590548,2005-06,1
0060591102,2005-09,1
0060591234,2005-09,1
0060591579,2005-10,1
0060591781,2005-09,1
0060591889,2005-09,1
0060591927,2005-01,1
0060592060,2005-05,2
0060592885,2005-09,1
0060593083,2005-04,1
0060593199,2005-06,1
006059330X,2005-06,2
0060593660,2005-04,1
0060593717,2005-07,2
0060593717,2005-08,1
0060593768,2005-03,2
0060594187,2005-02,1
0060594187,2005-08,1
0060594241,2005-03,1
0060594446,2005-08,1
0060594861,2005-07,1
0060594861,2005-08,2
0060594888,2005-02,3
0060594888,2005-03,2
0060594888,2005-04,1
0060594888,2005-09,1
0060595035,2005-08,1
0060595329,2005-05,1
0060595469,2005-04,1
0060595620,2005-09,1
0060595833,2005-02,1
0060595833,2005-03,3
0060595957,2005-03,1
0060595965,2005-05,1
0060596155,2005-05,1
0060596309,2005-09,1
0060596341,2005-08,1
0060596341,2005-09,1
0060596708,2005-05,1
0060597283,2005-04,1
0060597283,2005-06,1
0060597615,2005-06,1
0060597615,2005-08,1
0060598247,2005-07,1
0060598247,2005-08,3
0060598247,2005-10,1
0060598611,2005-09,1
0060598840,2005-08,1
0060598859,2005-09,2
0060598891,2005-07,1
0060598964,2005-08,2
0060599235,2005-01,1
0060607343,2005-04,1
0060608528,2005-05,1
0060609125,2005-01,1
0060609125,2005-04,1
0060609176,2005-05,1
0060611626,2005-09,1
0060614803,2005-09,1
0060616342,2005-08,1
0060626453,2005-02,1
0060628332,2005-08,1
0060628529,2005-04,1
0060628626,2005-02,1
0060628626,2005-08,1
0060628626,2005-09,2
0060629185,2005-08,1
0060630043,2005-07,1
0060630175,2005-06,1
0060630353,2005-02,1
006063040X,2005-05,1
0060631317,2005-08,1
0060633158,2005-04,1
0060633166,2005-01,1
006063524X,2005-07,1
0060635541,2005-09,1
0060642149,2005-08,1
0060642165,2005-07,1
0060643617,2005-10,1
0060645741,2005-06,1
0060645873,2005-08,1
0060645873,2005-09,2
006064589X,2005-07,1
006064589X,2005-08,2
0060649232,2005-08,1
0060649232,2005-09,1
0060652381,2005-08,1
0060652926,2005-02,1
0060652926,2005-05,1
0060652926,2005-08,2
0060652926,2005-09,1
0060652934,2005-02,1
0060652934,2005-06,1
0060652942,2005-08,1
0060652950,2005-07,1
0060652950,2005-09,2
0060653027,2005-02,1
0060653043,2005-04,1
0060653191,2005-09,1
0060653205,2005-03,1
006065337X,2005-07,1
006065337X,2005-09,2
0060653469,2005-05,1
0060654171,2005-09,1
0060654651,2005-05,1
0060654988,2005-09,1
0060655186,2005-01,1
0060663308,2005-08,1
0060663553,2005-09,1
0060665033,2005-08,1
0060669667,2005-04,1
0060669667,2005-08,1
0060670843,2005-05,1
0060670991,2005-10,1
0060671084,2005-06,1
0060671084,2005-09,1
0060674407,2005-08,1
0060677015,2005-03,1
0060677015,2005-08,1
0060684127,2005-08,1
0060688246,2005-06,1
0060693339,2005-06,1
0060693339,2005-07,1
0060693339,2005-08,1
0060721480,2005-08,1
0060721502,2005-01,1
0060721502,2005-02,1
0060721561,2005-05,1
0060721561,2005-09,1
0060721561,2005-10,1
0060721790,2005-08,1
0060722282,2005-04,1
0060722290,2005-10,2
0060723513,2005-08,1
0060723947,2005-04,1
0060723947,2005-06,1
006072398X,2005-06,1
0060724226,2005-05,1
0060724226,2005-06,1
0060724226,2005-08,1
0060724307,2005-08,1
0060724331,2005-09,1
0060724331,2005-10,1
006072448X,2005-08,1
006072448X,2005-09,1
0060724501,2005-08,1
0060726172,2005-06,1
0060726571,2005-04,1
0060726571,2005-06,1
0060726571,2005-08,1
0060726571,2005-09,1
0060726571,2005-10,2
0060728922,2005-02,1
0060730315,2005-05,1
006073065X,2005-09,1
0060731133,2005-09,2
0060731192,2005-06,1
0060731192,2005-10,1
006073132X,2005-04,8
006073132X,2005-05,8
006073132X,2005-06,16
006073132X,2005-07,12
006073132X,2005-08,18
006073132X,2005-09,14
006073132X,2005-10,3
0060731419,2005-09,1
0060731583,2005-05,1
0060731583,2005-07,1
0060731664,2005-07,1
0060731931,2005-03,1
0060732067,2005-01,1
0060732067,2005-08,1
0060732113,2005-05,1
0060732466,2005-05,1
0060732466,2005-09,1
0060732482,2005-10,1
0060732989,2005-08,1
0060733357,2005-08,1
0060733810,2005-09,1
0060734272,2005-01,1
0060734426,2005-05,1
0060734434,2005-02,1
0060734434,2005-03,1
0060734434,2005-04,1
0060734434,2005-05,1
0060734450,2005-01,1
0060734558,2005-08,3
0060734558,2005-09,3
0060734922,2005-05,1
0060734922,2005-07,1
0060734922,2005-08,1
0060734973,2005-07,3
0060734973,2005-08,10
0060734973,2005-10,1
006073499X,2005-04,1
0060735023,2005-03,1
0060735023,2005-08,2
006073521X,2005-02,1
006073521X,2005-06,1
0060735368,2005-03,1
0060735368,2005-07,1
0060735376,2005-03,1
