product_id,total_reviews,avg_star_rating
0028642643,1,2.0
002864266X,1,4.0
0028642759,1,5.0
002864283X,1,5.0
0028643143,1,3.0
0028643275,1,2.0
0028643518,1,1.0
0028643747,1,4.0
0028643771,1,5.0
0028643801,2,4.0
0028643992,1,5.0
0028644190,1,5.0
0028644417,1,5.0
0028646851,2,5.0
0028740912,1,4.0
0028810813,1,4.0
0028810988,1,5.0
0029031400,1,4.0
0029115744,1,5.0
0029117062,2,5.0
0029175518,1,5.0
0029195551,1,4.0
0029238374,1,5.0
0029257506,1,4.0
0029258502,1,4.0
0029273722,1,5.0
0029289386,1,5.0
0030007194,1,5.0
0030020786,1,5.0
0030141710,1,5.0
0030202868,1,4.0
0030317169,1,5.0
0030334888,1,1.0
003033604X,1,5.0
0030341795,1,3.0
0030350840,1,1.0
003041931X,1,5.0
003051648X,1,4.0
0030539498,1,1.0
0030627737,1,5.0
0030664810,1,5.0
003069549X,1,5.0
0030866154,1,5.0
0030968356,1,5.0
0030973694,2,4.0
0044453817,1,5.0
0049400320,1,5.0
0060000651,1,4.0
0060000708,1,5.0
0060001496,1,5.0
006000150X,2,5.0
0060001534,2,5.0
0060002050,2,5.0
0060002069,1,4.0
0060002077,1,4.0
0060004339,1,5.0
0060004533,1,3.0
0060005688,1,4.0
0060005696,2,5.0
006000570X,1,5.0
0060005726,1,4.0
0060005777,1,4.0
006000603X,1,3.0
0060006366,1,4.0
0060006617,1,5.0
0060006641,3,5.0
0060006773,1,4.0
0060006781,1,5.0
0060006927,1,4.0
0060007192,1,5.0
0060007737,2,5.0
0060007753,2,3.0
006000794X,1,5.0
0060008024,1,4.0
0060008032,1,4.0
006000889X,1,5.0
0060009241,2,4.5
0060009268,6,3.67
0060009764,1,3.0
0060010088,1,5.0
0060010266,1,4.0
0060011564,1,4.0
0060011602,1,5.0
0060011939,1,5.0
006001203X,1,5.0
0060012358,3,5.0
0060012382,1,5.0
0060012781,1,5.0
0060012854,1,5.0
0060013125,1,5.0
0060013133,1,4.0
0060013168,1,4.0
0060013508,1,3.0
0060013788,1,4.0
0060014016,1,4.0
0060014091,1,4.0
0060014342,1,1.0
0060080957,1,4.0
0060081570,1,5.0
0060081716,1,5.0
0060081961,1,5.0
006008216X,1,5.0
0060082216,1,3.0
0060083298,1,2.0
0060083816,1,3.0
0060084480,1,5.0
0060084499,1,1.0
0060084537,1,5.0
006008460X,2,5.0
0060084669,1,4.0
0060085460,2,3.0
0060085495,3,4.67
0060085630,1,5.0
0060086246,1,5.0
0060086270,1,4.0
0060086645,3,2.67
0060087439,1,2.0
0060087641,1,2.0
0060087706,1,1.0
0060087714,1,5.0
0060087722,1,4.0
0060088664,1,4.0
0060088834,1,5.0
0060089466,2,4.0
0060090251,1,4.0
006009026X,3,2.67
0060090324,1,3.0
0060090367,3,4.0
0060090375,3,5.0
0060090383,3,4.33
0060090731,1,4.0
006009074X,2,4.0
0060091290,2,5.0
0060092645,1,3.0
0060092785,1,4.0
006009298X,1,3.0
0060093021,1,5.0
0060093625,4,4.5
0060093684,1,4.0
0060094338,1,5.0
0060094710,6,2.5
0060094869,1,5.0
0060095563,1,5.0
0060096098,1,5.0
0060096128,1,5.0
0060096136,1,5.0
0060096195,1,5.0
0060096594,1,3.0
0060096861,1,4.0
0060097728,1,5.0
0060097884,1,4.0
0060098902,1,2.0
0060098910,1,3.0
0060099186,1,5.0
0060106387,1,4.0
0060119713,1,5.0
006012248X,1,4.0
0060124121,1,5.0
0060125985,1,5.0
0060129425,1,4.0
0060148454,1,5.0
0060151544,1,3.0
0060156805,1,3.0
006015862X,1,5.0
006015876X,1,5.0
0060160012,1,5.0
0060160667,1,5.0
0060161922,1,5.0
0060164026,1,5.0
0060164549,1,5.0
0060166037,1,4.0
006016848X,3,3.33
006017174X,1,5.0
0060174099,1,2.0
0060175869,1,5.0
0060175966,1,4.0
006018292X,1,3.0
0060183721,1,5.0
006018406X,3,4.33
0060184728,1,5.0
006018535X,1,3.0
0060185481,1,4.0
0060185511,3,3.33
0060185759,1,5.0
0060186631,1,4.0
0060186682,1,4.0
0060188766,1,4.0
0060188782,1,5.0
0060188820,1,5.0
0060191279,1,5.0
0060191449,2,5.0
0060192267,1,5.0
0060192372,1,4.0
006019250X,1,5.0
0060193298,1,4.0
0060193395,4,4.25
0060193611,2,3.5
0060194111,1,5.0
0060194332,1,1.0
0060194464,1,5.0
0060194863,1,5.0
0060195223,1,4.0
0060195347,4,2.75
0060195398,1,5.0
0060195584,1,5.0
0060195681,1,5.0
0060195878,1,5.0
0060195916,2,4.5
0060196483,1,5.0
0060196742,1,5.0
0060196807,1,5.0
0060196823,1,5.0
0060197358,1,4.0
0060197862,1,5.0
0060198028,1,5.0
0060198214,1,5.0
0060198257,1,5.0
0060198273,1,3.0
0060198281,1,5.0
0060198311,5,3.6
0060198400,1,5.0
0060198524,1,5.0
006019877X,1,4.0
0060198796,1,5.0
0060198834,1,1.0
0060199709,1,5.0
0060209305,1,5.0
0060222883,1,5.0
0060239638,1,5.0
0060240792,1,5.0
0060241187,1,5.0
0060244054,1,4.0
006024528X,1,4.0
0060245603,1,5.0
0060245867,1,5.0
0060246103,1,5.0
0060255005,2,4.0
0060255234,1,5.0
0060256532,6,5.0
0060256656,2,5.0
0060256710,2,5.0
0060257148,1,5.0
0060258144,1,5.0
0060266686,1,5.0
0060266864,3,4.33
0060268905,1,5.0
006027087X,1,4.0
0060271396,1,5.0
0060274751,1,5.0
0060275103,1,5.0
006027994X,1,1.0
0060280603,1,4.0
0060280921,1,5.0
0060281375,4,4.75
0060283181,1,5.0
0060283262,2,5.0
0060283289,1,4.0
006028384X,1,5.0
006028479X,1,4.0
006028515X,1,3.0
0060285494,1,5.0
0060286229,1,5.0
0060286857,1,2.0
0060287209,1,2.0
0060287616,1,5.0
0060289007,1,5.0
006028935X,2,4.5
0060291613,1,5.0
0060291702,3,5.0
0060295864,2,4.5
0060295988,1,5.0
0060296054,1,3.0
0060296240,1,5.0
0060298855,1,4.0
0060391448,1,5.0
0060391626,1,5.0
0060391685,3,3.67
0060391693,1,4.0
0060392185,1,5.0
0060392320,1,2.0
0060392495,1,5.0
0060392991,1,5.0
0060393114,1,5.0
0060393238,1,5.0
006039403X,1,5.0
0060394056,1,5.0
0060394412,1,5.0
0060501553,1,5.0
0060502436,2,5.0
0060504153,3,2.67
0060505109,1,5.0
0060505257,1,4.0
0060505346,1,5.0
0060505389,1,5.0
0060505516,1,5.0
0060505540,2,4.5
0060505621,1,4.0
0060505826,2,5.0
0060505877,2,2.5
0060505915,2,5.0
0060505982,1,5.0
0060506083,3,4.67
0060506679,1,4.0
0060506717,1,4.0
0060506725,1,4.0
0060507004,1,5.0
0060507020,1,5.0
0060507225,1,3.0
0060507330,1,4.0
0060508205,1,5.0
0060508221,1,5.0
0060508248,1,5.0
0060508957,1,4.0
0060509058,1,5.0
0060509309,1,5.0
0060509406,3,5.0
0060509414,6,3.83
0060509554,2,4.0
0060510242,1,5.0
0060512806,1,5.0
0060512822,1,4.0
0060513314,1,3.0
0060513632,1,3.0
006051373X,2,4.0
0060513810,1,4.0
0060513926,2,4.5
0060514337,1,4.0
006051471X,2,2.5
0060514965,1,4.0
0060515066,1,5.0
006051518X,1,4.0
0060515597,1,4.0
0060516054,1,4.0
0060516291,1,3.0
0060517573,2,5.0
0060517638,1,3.0
0060517670,1,4.0
0060517808,1,5.0
0060518243,1,5.0
0060520108,1,4.0
0060520221,2,5.0
0060520469,1,4.0
0060520515,1,4.0
0060520736,1,4.0
0060520752,1,4.0
0060520841,1,4.0
0060520868,1,5.0
0060521546,1,5.0
0060521600,1,2.0
006052183X,1,5.0
0060522275,1,4.0
0060522593,1,5.0
0060522755,1,5.0
0060522852,1,3.0
0060523395,1,5.0
0060523506,1,1.0
0060523867,3,4.33
0060523875,10,4.6
006052393X,2,4.0
0060524014,1,4.0
0060524073,2,2.0
0060524111,2,3.0
0060524235,1,5.0
0060524308,1,5.0
0060524421,1,5.0
0060524448,5,2.6
0060525045,1,5.0
0060525355,1,4.0
0060525509,1,5.0
0060526122,1,4.0
0060526556,1,5.0
006052720X,1,5.0
0060527242,1,5.0
0060527250,1,3.0
0060527269,1,4.0
0060527293,1,5.0
0060527587,1,5.0
006052782X,1,5.0
0060527870,1,2.0
0060527978,1,3.0
0060528079,1,5.0
0060528192,1,4.0
0060528370,6,4.67
0060528524,1,5.0
0060529148,1,5.0
0060529164,1,3.0
0060529385,2,5.0
0060529709,1,5.0
006052992X,1,5.0
0060530340,2,4.5
0060530383,1,4.0
0060530405,1,5.0
006053043X,1,5.0
0060530472,1,5.0
0060530499,1,4.0
0060530510,3,4.33
0060530693,1,5.0
0060530758,1,2.0
0060530790,2,4.0
0060531126,1,5.0
0060531177,1,5.0
0060531231,1,3.0
006053124X,4,4.5
0060533072,1,4.0
0060533226,2,4.0
0060534214,1,2.0
0060534249,2,3.5
0060535377,1,5.0
0060535547,1,5.0
0060535571,1,5.0
0060535679,1,4.0
0060536659,1,4.0
0060536713,1,5.0
0060536799,1,3.0
0060536934,1,5.0
0060536993,4,4.75
0060537183,1,5.0
0060537361,1,5.0
0060537388,1,4.0
0060537906,3,4.67
006053821X,1,5.0
0060538252,1,5.0
0060539054,2,5.0
0060539097,3,4.67
0060539283,1,5.0
0060539577,1,4.0
0060539801,1,2.0
0060539836,1,4.0
0060540176,1,3.0
0060540222,1,5.0
0060540451,1,4.0
006054094X,2,4.5
0060540974,5,4.2
0060540990,1,5.0
0060541490,2,5.0
0060541644,2,4.5
0060541695,1,5.0
0060541709,1,5.0
0060542330,1,5.0
0060542357,1,4.0
0060542683,1,5.0
0060543108,2,4.5
0060543116,2,4.5
0060543256,3,3.33
0060543469,1,5.0
0060543965,1,4.0
0060544244,3,5.0
0060544333,1,4.0
0060545607,17,4.59
006054578X,1,5.0
0060545801,1,5.0
006054581X,1,4.0
0060546344,1,2.0
0060548258,1,5.0
0060548932,1,3.0
0060549300,1,5.0
0060549424,1,1.0
0060554363,2,4.0
006055438X,1,2.0
0060554738,3,4.67
0060554789,1,4.0
0060555017,1,3.0
0060555483,1,5.0
0060555661,3,5.0
0060555890,1,2.0
0060555971,1,3.0
0060556056,1,5.0
0060556099,1,5.0
0060556579,1,5.0
0060556587,1,5.0
0060556935,1,2.0
006055701X,1,5.0
0060557125,1,5.0
0060557257,1,5.0
0060557559,7,4.29
0060558199,1,2.0
0060558288,19,4.0
0060558881,2,3.5
0060559128,1,5.0
0060559349,1,1.0
0060559713,1,4.0
0060559918,1,1.0
0060560126,2,4.5
006056041X,1,5.0
0060560452,1,5.0
0060560525,1,5.0
0060560789,1,2.0
0060560886,1,4.0
0060560894,1,5.0
0060561610,1,5.0
0060561688,1,5.0
0060562072,1,5.0
0060562366,1,3.0
0060562773,1,4.0
0060562994,1,3.0
0060563419,1,5.0
0060563443,6,3.33
0060563486,9,5.0
0060563907,1,4.0
0060564067,3,5.0
0060564091,3,3.67
006056413X,1,5.0
0060564148,1,5.0
0060564164,1,2.0
0060564482,1,4.0
006056492X,1,5.0
0060565144,2,3.0
0060565160,1,4.0
0060565241,2,3.5
006056525X,1,5.0
0060565276,1,4.0
0060565411,2,4.0
0060565721,8,4.62
0060566108,1,5.0
0060566175,1,5.0
0060566485,2,3.5
006056668X,1,4.0
0060566728,1,5.0
0060566752,1,5.0
0060567031,4,4.5
0060567074,1,4.0
0060567120,1,1.0
006056718X,1,5.0
0060567201,1,5.0
0060567228,1,1.0
0060567309,1,5.0
0060567643,2,5.0
0060567716,1,5.0
0060567724,1,4.0
0060568062,1,2.0
0060568399,1,5.0
006056850X,1,5.0
0060568526,2,5.0
0060570040,2,3.0
0060570202,2,5.0
006057058X,1,5.0
0060570687,1,4.0
0060571314,1,5.0
0060571446,1,5.0
0060571462,5,4.4
0060572159,1,5.0
0060572639,1,1.0
0060572965,16,3.62
0060572973,10,4.7
006057299X,7,4.86
0060573112,1,4.0
0060573813,1,5.0
0060574216,2,4.0
0060574534,1,5.0
0060574569,1,1.0
0060574593,1,2.0
0060574623,6,4.0
006057528X,1,1.0
0060575298,2,4.5
0060575301,1,5.0
0060575328,2,5.0
0060575336,1,3.0
0060575840,1,4.0
0060575905,1,4.0
0060577037,1,5.0
0060577320,1,5.0
0060578084,2,4.5
0060578416,1,5.0
0060578734,2,1.5
0060578785,1,5.0
0060578793,3,5.0
0060578955,4,5.0
0060580208,1,4.0
006058047X,3,4.67
0060580518,1,4.0
0060580534,4,5.0
0060580593,1,4.0
0060580666,5,3.4
0060580674,1,5.0
0060581050,1,5.0
0060581069,1,4.0
0060582006,1,5.0
0060582294,2,4.0
0060582723,1,5.0
006058274X,1,5.0
0060583932,1,4.0
0060583975,1,5.0
0060584009,4,3.75
0060584696,3,5.0
006058534X,1,5.0
0060585366,1,5.0
0060585439,1,1.0
0060585609,1,5.0
0060586168,1,5.0
0060586222,1,3.0
006058629X,1,5.0
0060586311,1,5.0
0060586370,2,5.0
0060586605,1,4.0
0060586850,1,5.0
0060587059,1,4.0
0060587156,3,5.0
0060587245,3,4.67
0060587296,2,4.0
0060587385,1,5.0
0060587504,1,4.0
0060588284,2,4.5
006058923X,2,3.5
006058937X,2,5.0
0060589450,1,5.0
0060589957,2,2.5
0060590076,1,4.0
0060590165,1,5.0
0060590254,4,3.25
0060590548,1,5.0
0060591102,1,4.0
0060591234,1,5.0
0060591579,1,4.0
0060591781,1,5.0
0060591889,1,5.0
0060591927,1,5.0
0060592060,2,4.5
0060592885,1,5.0
0060593083,1,2.0
0060593199,1,5.0
006059330X,2,4.5
0060593660,1,5.0
0060593717,3,4.67
0060593768,2,3.5
0060594187,2,5.0
0060594241,1,5.0
0060594446,1,5.0
0060594861,3,5.0
0060594888,7,4.86
0060595035,1,3.0
0060595329,1,2.0
0060595469,1,5.0
0060595620,1,4.0
0060595833,4,3.75
0060595957,1,5.0
0060595965,1,5.0
0060596155,1,5.0
0060596309,1,5.0
0060596341,2,5.0
0060596708,1,5.0
0060597283,2,3.5
0060597615,2,5.0
0060598247,5,4.6
0060598611,1,3.0
0060598840,1,3.0
0060598859,2,4.0
0060598891,1,5.0
0060598964,2,4.0
0060599235,1,4.0
0060607343,1,5.0
0060608528,1,5.0
0060609125,2,5.0
0060609176,1,5.0
0060611626,1,4.0
0060614803,1,5.0
0060616342,1,5.0
0060626453,1,4.0
0060628332,1,5.0
0060628529,1,4.0
0060628626,4,4.75
0060629185,1,5.0
0060630043,1,5.0
0060630175,1,4.0
0060630353,1,5.0
006063040X,1,4.0
0060631317,1,1.0
0060633158,1,5.0
0060633166,1,5.0
006063524X,1,4.0
0060635541,1,5.0
0060642149,1,5.0
0060642165,1,5.0
0060643617,1,5.0
0060645741,1,5.0
0060645873,3,4.33
006064589X,3,4.33
0060649232,2,5.0
0060652381,1,1.0
0060652926,5,4.0
0060652934,2,5.0
0060652942,1,5.0
0060652950,3,5.0
0060653027,1,5.0
0060653043,1,3.0
0060653191,1,4.0
0060653205,1,5.0
006065337X,3,4.33
0060653469,1,5.0
0060654171,1,5.0
0060654651,1,5.0
0060654988,1,5.0
0060655186,1,1.0
0060663308,1,5.0
0060663553,1,5.0
0060665033,1,5.0
0060669667,2,5.0
0060670843,1,4.0
0060670991,1,4.0
0060671084,2,4.0
0060674407,1,4.0
0060677015,2,4.0
0060684127,1,5.0
0060688246,1,5.0
0060693339,3,5.0
0060721480,1,4.0
0060721502,2,5.0
0060721561,3,4.33
0060721790,1,5.0
0060722282,1,4.0
0060722290,2,4.5
0060723513,1,5.0
0060723947,2,4.5
006072398X,1,4.0
0060724226,3,3.67
0060724307,1,5.0
0060724331,2,4.0
006072448X,2,5.0
0060724501,1,1.0
0060726172,1,2.0
0060726571,6,3.5
0060728922,1,5.0
0060730315,1,4.0
006073065X,1,5.0
0060731133,2,4.5
0060731192,2,4.0
006073132X,79,3.97
0060731419,1,4.0
0060731583,2,4.0
0060731664,1,5.0
0060731931,1,4.0
0060732067,2,3.0
0060732113,1,5.0
0060732466,2,4.0
0060732482,1,3.0
0060732989,1,3.0
0060733357,1,4.0
0060733810,1,5.0
0060734272,1,5.0
0060734426,1,1.0
0060734434,4,3.75
0060734450,1,5.0
0060734558,6,4.33
0060734922,3,5.0
0060734973,14,4.71
006073499X,1,5.0
0060735023,3,4.0
006073521X,2,5.0
0060735368,2,5.0
0060735376,1,5.0
0060735414,1,4.0
0060735872,1,5.0
0060736054,1,4.0
0060736267,3,4.0
0060736682,3,4.67
0060736704,2,4.5
0060736771,2,3.5
006073695X,1,4.0
0060736976,2,4.5
0060737298,3,5.0
0060737379,1,3.0
0060737808,1,3.0
0060737875,1,3.0
0060738057,1,5.0
0060738251,2,4.5
0060738316,2,4.0
0060738383,1,5.0
0060738456,1,5.0
0060738766,1,4.0
0060739096,1,5.0
0060739894,1,4.0
0060739932,1,5.0
0060740450,1,5.0
0060740485,1,4.0
0060740574,1,4.0
0060740647,2,5.0
0060740752,3,4.67
0060740957,2,5.0
0060741570,1,5.0
0060741635,1,5.0
0060742046,1,3.0
0060742305,2,4.0
0060742313,1,5.0
0060742445,1,5.0
0060742550,1,4.0
0060742569,1,5.0
0060742844,2,4.5
0060742860,6,3.83
0060742887,1,4.0
0060742925,5,3.2
0060744499,1,5.0
0060744529,1,5.0
0060744928,1,4.0
0060744979,1,3.0
0060745649,1,3.0
0060745657,1,5.0
006074586X,1,5.0
0060745908,1,5.0
0060745924,1,4.0
0060746408,15,3.47
0060746874,4,4.5
0060746890,1,5.0
006074698X,3,5.0
0060747137,1,5.0
0060747439,3,4.67
0060747528,1,5.0
0060747587,2,5.0
0060747625,1,5.0
0060747730,3,3.33
0060748389,1,5.0
0060748664,1,3.0
0060749849,1,3.0
0060750235,3,4.33
0060751487,1,5.0
0060751517,1,5.0
0060751606,1,3.0
0060751878,1,5.0
0060751967,5,4.0
0060752998,5,3.0
0060753234,1,5.0
0060753617,4,2.25
006075365X,1,5.0
0060753943,1,3.0
0060754591,1,5.0
0060754729,1,3.0
0060755342,1,5.0
0060755350,2,1.5
0060755504,1,5.0
0060755512,1,5.0
0060755598,1,4.0
0060757302,1,4.0
0060757345,4,4.5
006075737X,1,5.0
0060757515,1,5.0
0060757620,2,3.5
0060757949,1,4.0
0060758376,1,5.0
0060758740,1,5.0
0060759402,1,5.0
006075947X,1,4.0
0060759593,1,3.0
0060759607,1,5.0
0060760052,1,5.0
0060760443,3,3.67
0060760958,1,5.0
0060761288,54,4.33
0060761326,1,4.0
0060761393,5,4.4
0060761555,1,5.0
0060761563,1,1.0
0060762055,8,4.88
006076208X,1,3.0
006076287X,4,4.25
0060762993,2,4.5
0060763280,18,4.61
006076340X,1,5.0
0060763418,2,4.0
0060763876,8,4.38
0060764864,1,4.0
0060765313,29,4.34
0060765402,2,3.5
0060765410,1,3.0
0060765704,1,5.0
0060765992,1,4.0
0060766123,13,4.31
0060766867,2,5.0
0060772921,1,5.0
0060774207,1,5.0
0060774614,2,4.5
0060776137,3,4.67
0060776226,1,5.0
0060776706,1,5.0
0060776811,2,5.0
0060777516,1,5.0
0060777540,1,5.0
0060777591,1,5.0
0060778776,2,5.0
0060778970,8,3.88
0060779012,1,5.0
0060779721,1,4.0
006078010X,1,5.0
0060781173,1,1.0
0060781181,2,5.0
0060781556,1,5.0
0060783389,1,5.0
0060783710,1,5.0
0060784156,1,4.0
0060784237,1,4.0
0060784571,1,5.0
0060784660,3,5.0
0060785683,2,3.0
0060785977,1,5.0
0060786019,1,5.0
0060788828,1,2.0
0060792175,1,3.0
0060792299,4,3.0
0060793260,4,5.0
0060793554,3,4.67
0060794364,1,5.0
006079478X,1,5.0
0060797460,2,5.0
0060798750,2,4.0
0060799250,10,3.2
0060799889,1,5.0
0060799919,3,4.67
0060800712,1,5.0
0060800984,1,3.0
0060807717,1,5.0
0060812451,3,4.33
006081246X,1,4.0
0060815043,1,5.0
0060815205,1,5.0
0060815221,3,4.0
0060817402,5,4.2
006081926X,1,5.0
0060819286,2,5.0
0060820985,1,5.0
0060823836,3,3.67
0060826231,1,5.0
0060828250,1,5.0
0060832894,1,5.0
006083465X,2,4.5
0060838574,10,3.1
006083871X,1,4.0
0060840978,2,5.0
0060841699,1,4.0
0060842423,17,3.24
0060843438,1,4.0
006085295X,1,4.0
0060853379,7,4.57
0060859202,1,3.0
0060872675,1,2.0
0060873396,1,4.0
0060874252,1,5.0
0060875410,62,4.9
0060885319,2,4.5
006090495X,1,5.0
0060905611,1,4.0
0060906111,1,5.0
006090674X,1,3.0
0060908548,1,4.0
0060909196,2,4.5
0060910305,1,4.0
0060910666,2,4.0
0060911514,1,4.0
0060914289,1,5.0
0060914947,1,5.0
0060915358,1,4.0
0060915439,1,5.0
006091565X,1,5.0
0060915870,2,4.5
0060916575,1,5.0
0060919698,1,5.0
0060919833,2,5.0
0060920084,1,2.0
0060920718,1,4.0
0060921293,1,3.0
0060922249,1,5.0
0060922583,1,4.0
0060923032,1,5.0
0060923091,1,5.0
0060923202,1,5.0
0060923210,1,5.0
0060923288,1,5.0
0060924705,1,5.0
0060925000,1,5.0
0060925779,1,3.0
0060925949,1,4.0
0060926198,1,4.0
006092621X,1,5.0
0060926341,1,5.0
0060926430,1,5.0
0060926716,1,5.0
0060927488,1,1.0
0060927615,1,5.0
0060927801,1,5.0
0060927933,1,5.0
0060928832,1,3.0
0060928883,1,1.0
0060928921,1,5.0
0060929227,1,5.0
0060929448,1,5.0
0060929510,1,5.0
0060929588,2,3.5
0060929596,1,5.0
0060929871,2,5.0
006092988X,3,4.0
0060930055,1,5.0
0060930144,1,5.0
0060930497,1,5.0
0060930500,1,4.0
0060930683,1,5.0
0060930861,1,5.0
0060930888,1,2.0
0060930934,1,1.0
0060930942,2,5.0
0060931027,3,5.0
0060931116,1,2.0
0060931159,2,5.0
0060931175,6,5.0
0060931280,1,2.0
0060931418,1,5.0
0060931566,1,5.0
0060931671,2,2.0
0060931809,1,5.0
0060931841,1,4.0
0060931930,1,4.0
0060931973,1,3.0
006093204X,1,5.0
0060932139,1,5.0
0060932384,1,4.0
0060932597,3,4.0
0060932724,1,5.0
0060932740,2,5.0
0060932813,1,3.0
0060932929,2,4.5
0060933178,1,5.0
0060933798,1,5.0
0060933852,1,5.0
0060934239,1,1.0
0060934352,1,5.0
0060934360,2,5.0
0060934417,2,4.5
0060934557,1,3.0
0060934573,1,5.0
0060934719,2,4.5
0060934794,2,5.0
0060934808,2,4.0
0060934867,1,1.0
0060934891,1,5.0
0060934905,1,5.0
0060934913,1,5.0
0060934999,1,5.0
0060935502,1,4.0
0060935561,1,5.0
0060935618,1,4.0
0060935936,2,3.0
0060936045,1,4.0
0060936142,1,5.0
0060936193,1,5.0
0060936312,1,5.0
006093638X,2,4.0
0060936460,2,4.5
0060936649,2,5.0
0060936770,1,1.0
0060936827,1,2.0
0060936975,1,5.0
0060937092,1,4.0
0060937122,1,3.0
0060937254,1,5.0
0060937319,1,5.0
0060937351,2,4.5
006093736X,3,3.33
0060937386,1,4.0
0060937548,1,4.0
0060937610,1,2.0
0060937645,12,4.83
0060937653,2,5.0
0060937793,1,2.0
0060937939,2,4.0
0060938110,1,5.0
0060938455,9,4.56
0060938463,3,3.67
0060951184,1,5.0
0060951273,1,5.0
0060951311,2,5.0
0060951974,1,5.0
0060952709,1,5.0
0060952733,2,3.0
0060952768,1,2.0
0060953497,1,5.0
0060953632,1,1.0
0060953748,1,5.0
0060954876,1,5.0
0060954930,1,3.0
0060955333,1,2.0
0060955376,1,5.0
006095616X,1,1.0
0060956232,1,1.0
0060956348,1,4.0
0060956429,1,5.0
0060956445,1,4.0
0060956496,1,1.0
0060956828,1,5.0
0060956860,1,3.0
0060957174,1,5.0
0060957239,1,5.0
0060957301,1,2.0
006095745X,1,3.0
0060958022,1,4.0
0060958030,1,5.0
0060958111,1,5.0
0060958286,1,4.0
0060958332,1,4.0
0060958340,4,4.25
0060958502,1,5.0
0060958928,1,5.0
0060958960,1,3.0
0060959126,1,2.0
0060959193,2,4.5
0060959207,1,5.0
0060959371,1,5.0
0060959517,1,4.0
0060959576,1,3.0
0060959819,1,5.0
0060959843,2,5.0
0060960388,1,5.0
0060964197,1,5.0
0060964316,1,5.0
0060969598,1,5.0
0060969741,1,4.0
0060969911,1,5.0
0060972610,1,5.0
0060972815,1,5.0
0060973617,1,5.0
0060973897,1,4.0
0060974680,1,5.0
0060974990,1,2.0
0060975008,1,5.0
0060975830,1,5.0
006097592X,1,3.0
006097625X,1,5.0
0060976357,1,3.0
0060976721,1,5.0
0060976780,2,4.0
0060977094,1,5.0
0060977108,2,4.5
0060977477,1,1.0
0060977493,1,3.0
0060977574,1,5.0
0060977582,1,5.0
0060977744,2,4.0
0060982047,1,4.0
0060984406,1,5.0
0060984422,1,5.0
0060985089,1,2.0
0060986085,1,5.0
0060987103,9,3.11
0060987359,1,5.0
0060987405,1,5.0
0060987464,1,5.0
